"beta","lamda1","lamda2","p","negLL","lamda.twa","R0","prob"
1.96140305551123e-05,3.66589721757628e-06,0.000122569232996497,9.72277378709513e-07,13.8436247041533,4.75039957623299e-05,2.82459573203902,4.4001587820605e-06
2.12485331013716e-05,3.66589721757628e-06,0.000122569232996497,1.18510965093828e-06,13.6456752552207,4.75039957623299e-05,2.93993244881138,5.36335695190407e-06
2.2883035647631e-05,3.66589721757628e-06,0.000122569232996497,1.39817399842607e-06,13.480343459504,4.75039957623299e-05,3.05091208619573,6.32760540637983e-06
2.45175381938904e-05,3.66589721757628e-06,0.000122569232996497,1.60819493333861e-06,13.3403981673543,4.75039957623299e-05,3.15799403289751,7.27808052943425e-06
1.30760203700749e-05,4.03248693933391e-06,0.000122569232996497,3.12000121426101e-07,14.9802622599508,4.77354286674799e-05,2.31188385303956,1.41199425632957e-06
1.47105229163342e-05,4.03248693933391e-06,0.000122569232996497,5.03832625308562e-07,14.5010217166718,4.77354286674799e-05,2.45212312469994,2.28015543659216e-06
1.63450254625936e-05,4.03248693933391e-06,0.000122569232996497,7.27534467685249e-07,14.1336044607616,4.77354286674799e-05,2.5847647257403,3.29254515978346e-06
1.79795280088529e-05,4.03248693933391e-06,0.000122569232996497,9.71656883628298e-07,13.8442630951877,4.77354286674799e-05,2.71092411479452,4.39735065658045e-06
1.96140305551123e-05,4.03248693933391e-06,0.000122569232996497,1.22654988194668e-06,13.6113053039186,4.77354286674799e-05,2.83146789226323,5.55089972559716e-06
2.12485331013716e-05,4.03248693933391e-06,0.000122569232996497,1.48480355401247e-06,13.4202280813206,4.77354286674799e-05,2.9470852199522,6.71965792981242e-06
2.2883035647631e-05,4.03248693933391e-06,0.000122569232996497,1.74107258062842e-06,13.2610092090016,4.77354286674799e-05,3.05833486760424,7.87943438118986e-06
2.45175381938904e-05,4.03248693933391e-06,0.000122569232996497,1.99169412926823e-06,13.1265249601559,4.77354286674799e-05,3.16567734160432,9.01365248845958e-06
1.30760203700749e-05,4.39907666109154e-06,0.000122569232996497,3.96585197684193e-07,14.7403749445926,4.796686157263e-05,2.31748136279915,1.79479424147609e-06
1.47105229163342e-05,4.39907666109154e-06,0.000122569232996497,6.31809581014862e-07,14.2746777840608,4.796686157263e-05,2.45806018036308,2.85933061631285e-06
1.63450254625936e-05,4.39907666109154e-06,0.000122569232996497,9.01573888822284e-07,13.9191238355738,4.796686157263e-05,2.59102293190388,4.08018159369627e-06
1.79795280088529e-05,4.39907666109154e-06,0.000122569232996497,1.19164682907485e-06,13.6401743175552,4.796686157263e-05,2.71748777679256,5.39294174161265e-06
1.96140305551123e-05,4.39907666109154e-06,0.000122569232996497,1.49057763553759e-06,13.4163468382759,4.796686157263e-05,2.83832341363385,6.74578923358172e-06
2.12485331013716e-05,4.39907666109154e-06,0.000122569232996497,1.7899440903632e-06,13.2333261730334,4.796686157263e-05,2.95422067282512,8.10060830486736e-06
2.2883035647631e-05,4.39907666109154e-06,0.000122569232996497,2.0839388565011e-06,13.0812507739944,4.796686157263e-05,3.06573967699681,9.43111714980059e-06
2.45175381938904e-05,4.39907666109154e-06,0.000122569232996497,2.36878899078382e-06,12.9531317077619,4.796686157263e-05,3.17334204750727,1.07202408580975e-05
1.14415178238155e-05,4.76566638284917e-06,0.000122569232996497,2.64980741874575e-07,15.1436086857724,4.819829447778e-05,2.17302868961976,1.19920237163583e-06
1.30760203700749e-05,4.76566638284917e-06,0.000122569232996497,4.88960154624543e-07,14.5309848341769,4.819829447778e-05,2.32306538519642,2.21284827309722e-06
1.47105229163342e-05,4.76566638284917e-06,0.000122569232996497,7.66747492921707e-07,14.0811083037041,4.819829447778e-05,2.46398293051819,3.47000844458638e-06
1.63450254625936e-05,4.76566638284917e-06,0.000122569232996497,1.07917997473284e-06,13.739309087884,4.819829447778e-05,2.59726605873796,4.8839594000914e-06
1.79795280088529e-05,4.76566638284917e-06,0.000122569232996497,1.40940295141295e-06,13.4723443819639,4.819829447778e-05,2.72403562345639,6.37842339019854e-06
1.96140305551123e-05,4.76566638284917e-06,0.000122569232996497,1.74456542415226e-06,13.2590050739261,4.819829447778e-05,2.84516241642664,7.89524166668506e-06
2.12485331013716e-05,4.76566638284917e-06,0.000122569232996497,2.07570263234767e-06,13.0852108436009,4.819829447778e-05,2.96133893261712,9.39384312200427e-06
2.2883035647631e-05,4.76566638284917e-06,0.000122569232996497,2.39699123556819e-06,12.9412962589358,4.819829447778e-05,3.0731266442861,1.08478735252552e-05
2.45175381938904e-05,4.76566638284917e-06,0.000122569232996497,2.70492988541122e-06,12.8204345663673,4.819829447778e-05,3.18098828507877,1.22414871010859e-05
1.14415178238155e-05,5.1322561046068e-06,0.000122569232996497,3.23479294181708e-07,14.9441307306746,4.842972738293e-05,2.17823953877091,1.463944639952e-06
1.30760203700749e-05,5.1322561046068e-06,0.000122569232996497,5.84554604639521e-07,14.3524156392865,4.842972738293e-05,2.32863601725863,2.64547250971985e-06
1.47105229163342e-05,5.1322561046068e-06,0.000122569232996497,9.00229253530104e-07,13.9206163799147,4.842972738293e-05,2.46989147807822,4.07409628417543e-06
1.63450254625936e-05,5.1322561046068e-06,0.000122569232996497,1.24740603274287e-06,13.5944443366124,4.842972738293e-05,2.60349421472234,5.64528675659816e-06
1.79795280088529e-05,5.1322561046068e-06,0.000122569232996497,1.60716302332723e-06,13.3410400305998,4.842972738293e-05,2.73056776856059,7.27341049596614e-06
1.96140305551123e-05,5.1322561046068e-06,0.000122569232996497,1.96595791694309e-06,13.139530941889,4.842972738293e-05,2.85198501947525,8.89718014922881e-06
2.12485331013716e-05,5.1322561046068e-06,0.000122569232996497,2.31495884696712e-06,12.9761186472722,4.842972738293e-05,2.96844012301419,1.04766260366059e-05
2.2883035647631e-05,5.1322561046068e-06,0.000122569232996497,2.64889157744477e-06,12.8413692781289,4.842972738293e-05,3.08049589782713,1.19878789658666e-05
2.45175381938904e-05,5.1322561046068e-06,0.000122569232996497,2.96496499276189e-06,12.72864533241,4.842972738293e-05,3.18861618717886,1.34183074059785e-05
1.14415178238155e-05,5.49884582636443e-06,0.000122569232996497,3.8383614713908e-07,14.7730500755797,4.866116028808e-05,2.18343795208822,1.737096872446e-06
1.30760203700749e-05,5.49884582636443e-06,0.000122569232996497,6.77412244571152e-07,14.2049858208903,4.866116028808e-05,2.33419335485527,3.06571098155274e-06
1.47105229163342e-05,5.49884582636443e-06,0.000122569232996497,1.02225461381394e-06,13.7934999643209,4.866116028808e-05,2.47578592472811,4.62633679953091e-06
1.63450254625936e-05,5.49884582636443e-06,0.000122569232996497,1.39194486450305e-06,13.4848086056705,4.866116028808e-05,2.60970750704234,6.2994147079884e-06
1.79795280088529e-05,5.49884582636443e-06,0.000122569232996497,1.76647763489006e-06,13.246523030918,4.866116028808e-05,2.73708432452208,7.99440802458206e-06
1.96140305551123e-05,5.49884582636443e-06,0.000122569232996497,2.13259579621728e-06,13.058170636565,4.866116028808e-05,2.85879134019533,9.651320010927e-06
2.12485331013716e-05,5.49884582636443e-06,0.000122569232996497,2.48240763714279e-06,12.9062816473012,4.866116028808e-05,2.97552436622641,1.12344357735915e-05
2.2883035647631e-05,5.49884582636443e-06,0.000122569232996497,2.81179064405022e-06,12.7816890376942,4.866116028808e-05,3.0878475644433,1.27250983789777e-05
2.45175381938904e-05,5.49884582636443e-06,0.000122569232996497,3.11908284074693e-06,12.677971560657,4.866116028808e-05,3.19622588508224,1.41157863529676e-05
1.14415178238155e-05,1.83294860878814e-06,0.000147083079595797,4.61971005709228e-07,14.5877637060392,5.53847645787458e-05,2.32940381173743,2.09070561790382e-06
1.30760203700749e-05,1.83294860878814e-06,0.000147083079595797,7.95857592527121e-07,14.0438455709676,5.53847645787458e-05,2.49023742256192,3.6017497184556e-06
1.47105229163342e-05,1.83294860878814e-06,0.000147083079595797,1.19455396687275e-06,13.6377376917346,5.53847645787458e-05,2.64129565238707,5.40609834505954e-06
1.63450254625936e-05,1.83294860878814e-06,0.000147083079595797,1.63436205196362e-06,13.3242580120412,5.53847645787458e-05,2.78417007848116,7.39650298720229e-06
1.79795280088529e-05,1.83294860878814e-06,0.000147083079595797,2.09549902525197e-06,13.0757188347439,5.53847645787458e-05,2.92006221312163,9.48343409058835e-06
1.96140305551123e-05,1.83294860878814e-06,0.000147083079595797,2.56308613345232e-06,12.8742985046498,5.53847645787458e-05,3.04990551183012,1.15995560590506e-05
2.12485331013716e-05,1.83294860878814e-06,0.000147083079595797,3.02665325083888e-06,12.7080530865712,5.53847645787458e-05,3.17444230278056,1.36974850732485e-05
2.2883035647631e-05,1.83294860878814e-06,0.000147083079595797,3.47921867785668e-06,12.5687028072431,5.53847645787458e-05,3.29427446280265,1.57456246080717e-05
2.45175381938904e-05,1.83294860878814e-06,0.000147083079595797,3.91638564325783e-06,12.450341359274,5.53847645787458e-05,3.40989802470172,1.77240765438658e-05
9.80701527755614e-06,2.19953833054577e-06,0.000147083079595797,3.1692760956089e-07,14.9645924501541,5.56161974838958e-05,2.16111001646796,1.43429419939578e-06
1.14415178238155e-05,2.19953833054577e-06,0.000147083079595797,6.77139561362183e-07,14.2053884385111,5.56161974838958e-05,2.33426560624347,3.06447692073539e-06
1.30760203700749e-05,2.19953833054577e-06,0.000147083079595797,1.16450911738129e-06,13.663210918214,5.56161974838958e-05,2.49543489951235,5.2701267476117e-06
1.47105229163342e-05,2.19953833054577e-06,0.000147083079595797,1.74439019633481e-06,13.2591055210722,5.56161974838958e-05,2.64680840918213,7.89444865201998e-06
1.63450254625936e-05,2.19953833054577e-06,0.000147083079595797,2.38183391391298e-06,12.9476398149394,5.56161974838958e-05,2.78998103436748,1.07792772342644e-05
1.79795280088529e-05,2.19953833054577e-06,0.000147083079595797,3.04801403528796e-06,12.7010203153972,5.56161974838958e-05,2.92615679507153,1.37941558848332e-05
1.96140305551123e-05,2.19953833054577e-06,0.000147083079595797,3.72149553614971e-06,12.5013849446233,5.56161974838958e-05,3.05627109506933,1.68420778106785e-05
2.12485331013716e-05,2.19953833054577e-06,0.000147083079595797,4.38737464650054e-06,12.3367795401786,5.56161974838958e-05,3.18106781187848,1.98555941994787e-05
2.2883035647631e-05,2.19953833054577e-06,0.000147083079595797,5.03585164634503e-06,12.198927900845,5.56161974838958e-05,3.30115007853056,2.27903552340481e-05
2.45175381938904e-05,2.19953833054577e-06,0.000147083079595797,5.66086857940057e-06,12.0819332182648,5.56161974838958e-05,3.41701496312138,2.56189449010947e-05
9.80701527755614e-06,2.5661280523034e-06,0.000147083079595797,4.52822228974498e-07,14.6077662190043,5.58476303890458e-05,2.16560180804561,2.04930172311419e-06
1.14415178238155e-05,2.5661280523034e-06,0.000147083079595797,9.63487053371997e-07,13.8527067862637,5.58476303890458e-05,2.33911729565781,4.36037710238965e-06
1.30760203700749e-05,2.5661280523034e-06,0.000147083079595797,1.64978214965988e-06,13.3148673092777,5.58476303890458e-05,2.50062157366535,7.46628850292468e-06
1.47105229163342e-05,2.5661280523034e-06,0.000147083079595797,2.46115264434825e-06,12.9148807631443,5.58476303890458e-05,2.65230970788022,1.11382437349248e-05
1.63450254625936e-05,2.5661280523034e-06,0.000147083079595797,3.34788238671551e-06,12.60718253537,5.58476303890458e-05,2.79577991235911,1.51512463498476e-05
1.79795280088529e-05,2.5661280523034e-06,0.000147083079595797,4.26974399861588e-06,12.3639566860068,5.58476303890458e-05,2.93223870961861,1.93232424862092e-05
1.96140305551123e-05,2.5661280523034e-06,0.000147083079595797,5.19735399862143e-06,12.1673609083021,5.58476303890458e-05,3.0626234476378,2.3521253647663e-05
2.12485331013716e-05,2.5661280523034e-06,0.000147083079595797,6.11066342083644e-06,12.0054752111601,5.58476303890458e-05,3.18767955005768,2.76545458160275e-05
2.2883035647631e-05,2.5661280523034e-06,0.000147083079595797,6.99678113367654e-06,11.8700603527131,5.58476303890458e-05,3.30801140350075,3.16647786173582e-05
2.45175381938904e-05,2.5661280523034e-06,0.000147083079595797,7.84797858839596e-06,11.7552545639929,5.58476303890458e-05,3.42411710920145,3.55169755702714e-05
9.80701527755614e-06,2.93271777406103e-06,0.000147083079595797,6.29909332441683e-07,14.2776899446771,5.60790632941958e-05,2.17008430222024,2.85073081174013e-06
1.14415178238155e-05,2.93271777406103e-06,0.000147083079595797,1.3304348250327e-06,13.5300047330478,5.60790632941958e-05,2.34395894272912,6.02104359056141e-06
1.30760203700749e-05,2.93271777406103e-06,0.000147083079595797,2.2624076223328e-06,12.999080992114,5.60790632941958e-05,2.50579751210207,1.02387991184381e-05
1.47105229163342e-05,2.93271777406103e-06,0.000147083079595797,3.35415234604032e-06,12.6053114734003,5.60790632941958e-05,2.65779961963163,1.51796218085288e-05
1.63450254625936e-05,2.93271777406103e-06,0.000147083079595797,4.53757538911134e-06,12.3031177438311,5.60790632941958e-05,2.80156678745504,2.05353458126944e-05
1.79795280088529e-05,2.93271777406103e-06,0.000147083079595797,5.75901206876196e-06,12.0647446138069,5.60790632941958e-05,2.93830803542248,2.6063105123344e-05
1.96140305551123e-05,2.93271777406103e-06,0.000147083079595797,6.98022305947668e-06,11.8724296847555,5.60790632941958e-05,3.06896265169282,3.15898430514385e-05
2.12485331013716e-05,2.93271777406103e-06,0.000147083079595797,8.1758051650172e-06,11.7143313548973,5.60790632941958e-05,3.19427760283018,3.70005943622949e-05
2.2883035647631e-05,2.93271777406103e-06,0.000147083079595797,9.32995315724136e-06,11.5822805637777,5.60790632941958e-05,3.31485852645323,4.22238305858129e-05
2.45175381938904e-05,2.93271777406103e-06,0.000147083079595797,1.04336333338882e-05,11.4704759954529,5.60790632941958e-05,3.43120455479658,4.72186686106412e-05
8.17251273129678e-06,3.29930749581866e-06,0.000147083079595797,2.82813723403759e-07,15.078477377214,5.63104961993459e-05,1.98509037713546,1.27990768475348e-06
9.80701527755614e-06,3.29930749581866e-06,0.000147083079595797,8.52863445037686e-07,13.974666390151,5.63104961993459e-05,2.17455755648706,3.85973659344198e-06
1.14415178238155e-05,3.29930749581866e-06,0.000147083079595797,1.78237406438672e-06,13.2375643382693,5.63104961993459e-05,2.34879060955934,8.0663492374343e-06
1.30760203700749e-05,3.29930749581866e-06,0.000147083079595797,3.00235276556036e-06,12.7161143214768,5.63104961993459e-05,2.51096278121228,1.35875102902821e-05
1.47105229163342e-05,3.29930749581866e-06,0.000147083079595797,4.41438557562221e-06,12.3306419010625,5.63104961993459e-05,2.66327821485335,1.99778354236282e-05
1.63450254625936e-05,3.29930749581866e-06,0.000147083079595797,5.9288917966787e-06,12.0356732432489,5.63104961993459e-05,2.8073417338813,2.68319163628681e-05
1.79795280088529e-05,3.29930749581866e-06,0.000147083079595797,7.47761089515971e-06,11.8035972160394,5.63104961993459e-05,2.94436485033204,3.38408318136944e-05
1.96140305551123e-05,3.29930749581866e-06,0.000147083079595797,9.01346353755812e-06,11.616791149827,5.63104961993459e-05,3.0752887885449,4.07915185625417e-05
2.12485331013716e-05,3.29930749581866e-06,0.000147083079595797,1.0506295220885e-05,11.4635359356098,5.63104961993459e-05,3.20086205482666,4.75475087618072e-05
2.2883035647631e-05,3.29930749581866e-06,0.000147083079595797,1.19382169620269e-05,11.3357657943147,5.63104961993459e-05,3.32169153521339,5.40278436564354e-05
2.45175381938904e-05,3.29930749581866e-06,0.000147083079595797,1.32997530407385e-05,11.2277650912745,5.63104961993459e-05,3.43827739081469,6.01896397292666e-05
8.17251273129678e-06,3.66589721757628e-06,0.000147083079595797,3.78271094442038e-07,14.7876547173147,5.65419291044959e-05,1.98916549801821,1.71191155390036e-06
9.80701527755614e-06,3.66589721757628e-06,0.000147083079595797,1.12357561425216e-06,13.6989944451806,5.65419291044959e-05,2.17902162775115,5.08487723217692e-06
1.14415178238155e-05,3.66589721757628e-06,0.000147083079595797,2.31601214574997e-06,12.9756637539884,5.65419291044959e-05,2.35361235761297,1.04813928675443e-05
1.30760203700749e-05,3.66589721757628e-06,0.000147083079595797,3.85466750846061e-06,12.4662258040952,5.65419291044959e-05,2.51611744670428,1.74447636658877e-05
1.47105229163342e-05,3.66589721757628e-06,0.000147083079595797,5.60914333671817e-06,12.0911125529922,5.65419291044959e-05,2.66874556323957,2.53848560640745e-05
1.63450254625936e-05,3.66589721757628e-06,0.000147083079595797,7.46658140833682e-06,11.8050733063629,5.65419291044959e-05,2.81310482510199,3.37909165381074e-05
1.79795280088529e-05,3.66589721757628e-06,0.000147083079595797,9.34448594511422e-06,11.5807241271183,5.65419291044959e-05,2.95040923139711,4.22896004736935e-05
1.96140305551123e-05,3.66589721757628e-06,0.000147083079595797,1.11883015191279e-05,11.4006418327618,5.65419291044959e-05,3.08160193866997,5.06340106884665e-05
2.12485331013716e-05,3.66589721757628e-06,0.000147083079595797,1.29647849182638e-05,11.253273728524,5.65419291044959e-05,3.2074329898091,5.86737010083908e-05
2.2883035647631e-05,3.66589721757628e-06,0.000147083079595797,1.46555678543713e-05,11.1306902363862,5.65419291044959e-05,3.32851051670517,6.63255435255398e-05
2.45175381938904e-05,3.66589721757628e-06,0.000147083079595797,1.62521317565913e-05,11.0272864727715,5.65419291044959e-05,3.4453357072306,7.35509864179768e-05
8.17251273129678e-06,4.03248693933391e-06,0.000147083079595797,4.94163191122889e-07,14.5204000279082,5.67733620096459e-05,1.99323228742068,2.23639524358415e-06
9.80701527755614e-06,4.03248693933391e-06,0.000147083079595797,1.43985350634028e-06,13.4509691812595,5.67733620096459e-05,2.18347657233586,6.51623105662798e-06
1.14415178238155e-05,4.03248693933391e-06,0.000147083079595797,2.91810158271538e-06,12.7445772960243,5.67733620096459e-05,2.35842424772618,1.32062213801294e-05
1.30760203700749e-05,4.03248693933391e-06,0.000147083079595797,4.78669592074048e-06,12.2496701714557,5.67733620096459e-05,2.52126157361469,2.16627708860767e-05
1.47105229163342e-05,4.03248693933391e-06,0.000147083079595797,6.87952975423055e-06,11.8869602580308,5.67733620096459e-05,2.67420173377202,3.11341433292445e-05
1.63450254625936e-05,4.03248693933391e-06,0.000147083079595797,9.06093152366201e-06,11.6115386260135,5.67733620096459e-05,2.81885613383027,4.10063406704045e-05
1.79795280088529e-05,4.03248693933391e-06,0.000147083079595797,1.12366301818018e-05,11.396331564339,5.67733620096459e-05,2.9564412548799,5.08527278921642e-05
1.96140305551123e-05,4.03248693933391e-06,0.000147083079595797,1.33475864114768e-05,11.2241749826109,5.67733620096459e-05,3.08790218172128,6.04061154294511e-05
2.12485331013716e-05,4.03248693933391e-06,0.000147083079595797,1.53602686078213e-05,11.0837263429093,5.67733620096459e-05,3.21399049068325,6.951475195198e-05
2.2883035647631e-05,4.03248693933391e-06,0.000147083079595797,1.72581682075287e-05,10.9672250072848,5.67733620096459e-05,3.33531555696393,7.81039259613619e-05
2.45175381938904e-05,4.03248693933391e-06,0.000147083079595797,1.90355577823002e-05,10.8692018655751,5.67733620096459e-05,3.45237959309935,8.61477172886415e-05
8.17251273129678e-06,4.39907666109154e-06,0.000147083079595797,6.3032825072849e-07,14.277025120349,5.70047949147959e-05,1.99729079623537,2.85262667707551e-06
9.80701527755614e-06,4.39907666109154e-06,0.000147083079595797,1.79432454900887e-06,13.2308819026579,5.70047949147959e-05,2.18792244599113,8.12043259986921e-06
1.14415178238155e-05,4.39907666109154e-06,0.000147083079595797,3.56418373717591e-06,12.5445754960437,5.70047949147959e-05,2.3632263401158,1.61301442524843e-05
1.30760203700749e-05,4.39907666109154e-06,0.000147083079595797,5.74777095119241e-06,12.066698438977,5.70047949147959e-05,2.52639522631801,2.60122320872362e-05
1.47105229163342e-05,4.39907666109154e-06,0.000147083079595797,8.14245975453757e-06,11.7184182424502,5.70047949147959e-05,2.67964679473018,3.68496856772053e-05
1.63450254625936e-05,4.39907666109154e-06,0.000147083079595797,1.05933256717376e-05,11.455286408771,5.70047949147959e-05,2.82459573203902,4.79413755852173e-05
1.79795280088529e-05,4.39907666109154e-06,0.000147083079595797,1.29992042967886e-05,11.2506224103154,5.70047949147959e-05,2.96246099626617,5.88294700656636e-05
1.96140305551123e-05,4.39907666109154e-06,0.000147083079595797,1.53011793840559e-05,11.0875806486115,5.70047949147959e-05,3.09418959654117,6.92473365285936e-05
2.12485331013716e-05,4.39907666109154e-06,0.000147083079595797,1.74691811234138e-05,10.9550723082189,5.70047949147959e-05,3.2205346395108,7.90588904141936e-05
2.2883035647631e-05,4.39907666109154e-06,0.000147083079595797,1.94913783694336e-05,10.8455383250659,5.70047949147959e-05,3.3421067411491,8.82105884439707e-05
2.45175381938904e-05,4.39907666109154e-06,0.000147083079595797,2.13668444989966e-05,10.7536701598544,5.70047949147959e-05,3.45940913656936,9.66982370730139e-05
8.17251273129678e-06,4.76566638284917e-06,0.000147083079595797,7.84798980881946e-07,14.0578382272665,5.72362278199459e-05,2.00134107483875,3.5517026349654e-06
9.80701527755614e-06,4.76566638284917e-06,0.000147083079595797,2.17382950299615e-06,13.0390201978254,5.72362278199459e-05,2.19235930390164,9.83792813425985e-06
1.14415178238155e-05,4.76566638284917e-06,0.000147083079595797,4.21894623137428e-06,12.3759251693038,5.72362278199459e-05,2.36801869438808,1.90933510513865e-05
1.30760203700749e-05,4.76566638284917e-06,0.000147083079595797,6.672219685727e-06,11.9175579669321,5.72362278199459e-05,2.53151846853599,3.0195936559746e-05
1.47105229163342e-05,4.76566638284917e-06,0.000147083079595797,9.29795406031169e-06,11.5857161755221,5.72362278199459e-05,2.68508081370117,4.20790148054026e-05
1.63450254625936e-05,4.76566638284917e-06,0.000147083079595797,1.19290919764299e-05,11.3365304373723,5.72362278199459e-05,2.83032369097131,5.39865474313149e-05
1.79795280088529e-05,4.76566638284917e-06,0.000147083079595797,1.44647456504388e-05,11.1437962034835,5.72362278199459e-05,2.96846853027632,6.54619545798007e-05
1.96140305551123e-05,4.76566638284917e-06,0.000147083079595797,1.68519249828834e-05,10.9910456653834,5.72362278199459e-05,3.10046426117254,7.62654231516513e-05
2.12485331013716e-05,4.76566638284917e-06,0.000147083079595797,1.90682267287697e-05,10.8674871301549,5.72362278199459e-05,3.22706551752138,8.62955645540988e-05
2.2883035647631e-05,4.76566638284917e-06,0.000147083079595797,2.11093288204476e-05,10.7657954909985,5.72362278199459e-05,3.34888415355666,9.5532818747649e-05
2.45175381938904e-05,4.76566638284917e-06,0.000147083079595797,2.2980892022081e-05,10.6808474689741,5.72362278199459e-05,3.46642442489523,0.000104002804204658
8.17251273129678e-06,5.1322561046068e-06,0.000147083079595797,9.53483174288653e-07,13.8631440583242,5.7467660725096e-05,2.00538317309859,4.31510333857785e-06
9.80701527755614e-06,5.1322561046068e-06,0.000147083079595797,2.55957840730542e-06,12.8756679976811,5.7467660725096e-05,2.19678720069477,1.15836814204461e-05
1.14415178238155e-05,5.1322561046068e-06,0.000147083079595797,4.8385790659478e-06,12.2388894617549,5.7467660725096e-05,2.37280136954735,2.18975743300568e-05
1.30760203700749e-05,5.1322561046068e-06,0.000147083079595797,7.48587594601324e-06,11.8024925200843,5.7467660725096e-05,2.5366313633469,3.38782363002059e-05
1.47105229163342e-05,5.1322561046068e-06,0.000147083079595797,1.02413179383757e-05,11.4890802417152,5.7467660725096e-05,2.69050385758961,4.63483220459471e-05
