"beta","lamda1","lamda2","lamda.twa","R0","snail.prev","W1","W2","W3","W4","likelihood_range1","likelihood_range2","likelihood_range3","likelihood_range4","likelihood_range234","likelihood_range1234"
4.5e-06,4e-05,4e-04,0.000172121212121212,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,11.7527945769588,2.06328899880802,1.04725838238058e-14,1.48327940165033,3.04606794658671e-05,0.00133060577480789,6.01190288226275e-08,6.29601568750761e-22
4.5e-06,4e-05,5e-04,0.000208821548821549,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,16.9171176804115,2.61266660733458,1.04725838238058e-14,1.48327940165033,0.000252656989525477,0.0105516982572263,3.95436402241717e-06,4.14124086946056e-20
4.5e-06,4e-05,6e-04,0.000245521885521885,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,22.9006187664183,3.16714045422851,1.04725838238058e-14,1.48327940165033,0.00186981099045708,0.0542702695652495,0.000150515994565355,1.57629136990918e-18
4.5e-06,4e-05,7e-04,0.000282222222222222,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,29.6029135215114,3.7146254588165,1.04725838238058e-14,1.48327940165033,0.00992177479888447,0.175093132820827,0.00257680434648694,2.69857995161316e-17
4.5e-06,5e-05,7e-05,5.73400673400673e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,2.76241036964661,1.98556954678123,4.16410433871111e-141,0.0111841896351127,3.2487641573914e-07,0.000957621007674729,3.47949624423255e-12,1.44889854071378e-152
4.5e-06,5e-05,8e-05,6.1010101010101e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,3.20892325646544,2.0485566240695,4.16410433871111e-141,0.0111841896351127,4.1766463592817e-07,0.00125102971939781,5.84386068207272e-12,2.43344456210423e-152
4.5e-06,5e-05,9e-05,6.46801346801347e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,3.66671567660427,2.11203810724695,4.16410433871111e-141,0.0111841896351127,5.3886699540784e-07,0.0016280840261898,9.81212161046058e-12,4.08586981700799e-152
4.5e-06,5e-05,1e-04,6.83501683501684e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,4.13566592189561,2.17596734907212,4.16410433871111e-141,0.0111841896351127,6.97525689477582e-07,0.00210998615223088,1.64605496974312e-11,6.85434464126431e-152
4.5e-06,5e-05,2e-04,0.000105050505050505,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,9.41453745336783,2.83065618725459,4.16410433871111e-141,0.0111841896351127,1.03844099748571e-05,0.0212069344115632,2.46299903159264e-09,1.02561849536962e-149
4.5e-06,5e-05,3e-04,0.000141750841750842,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,15.6761265340288,3.49030230127971,4.16410433871111e-141,0.0111841896351127,0.000157035514607392,0.114312435625548,2.00768642496907e-07,8.36021575298508e-148
4.5e-06,5e-05,4e-04,0.000178451178451178,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,22.7734334701637,4.1342895265548,4.16410433871111e-141,0.0111841896351127,0.00180094735862899,0.31840869702351,6.41343152795013e-06,2.67061980515637e-146
4.5e-06,5e-05,5e-04,0.000215151515151515,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,30.5552320826191,4.75431334422729,4.16410433871111e-141,0.0111841896351127,0.0119738610349918,0.478486679090304,6.40779467829157e-05,2.66827256214439e-145
4.5e-06,5e-05,6e-04,0.000251851851851852,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,38.8853846193971,5.34926111429345,4.16410433871111e-141,0.0111841896351127,0.0368163985373903,0.414648236447426,0.000170736214196261,7.1096341030976e-145
4.5e-06,5e-05,7e-04,0.000288552188552189,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,47.6507805804113,5.92134038019017,4.16410433871111e-141,0.0111841896351127,0.0437186981664045,0.22063472734198,0.00010788116154207,4.49228412842528e-145
4.5e-06,6e-05,7e-05,6.36700336700337e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,3.61975386916756,3.11447897016417,2.96439387504748e-323,4.86802048768506e-08,5.2503328389147e-07,0.0473685707624215,1.21068040767084e-15,0
4.5e-06,6e-05,8e-05,6.73400673400673e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,4.18375375915835,3.18738468979856,2.96439387504748e-323,4.86802048768506e-08,7.16111034272133e-07,0.0571211444373316,1.9912677635908e-15,0
4.5e-06,6e-05,9e-05,7.1010101010101e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,4.75844578123928,3.26035376053649,2.96439387504748e-323,4.86802048768506e-08,9.7816830494744e-07,0.0683532209634481,3.25480495297792e-15,0
4.5e-06,6e-05,1e-04,7.46801346801347e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,5.34364118250394,3.33334945577662,2.96439387504748e-323,4.86802048768506e-08,1.33762708253226e-06,0.0811579326983798,5.28467673388379e-15,0
4.5e-06,6e-05,2e-04,0.000111380471380471,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,11.7352272051321,4.0582169020584,2.96439387504748e-323,4.86802048768506e-08,3.02237023819227e-05,0.291267734997784,4.28541060447636e-13,0
4.5e-06,6e-05,3e-04,0.000148080808080808,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,18.9886331373166,4.76012963087971,2.96439387504748e-323,4.86802048768506e-08,0.000533578354054238,0.479028406234233,1.24426208646635e-11,0
4.5e-06,6e-05,4e-04,0.000184781144781145,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,26.9400048372548,5.43029713886788,2.96439387504748e-323,4.86802048768506e-08,0.00549678636427308,0.390511230188551,1.04494825056736e-10,0
4.5e-06,6e-05,5e-04,0.000221481481481481,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,35.4456592220988,6.06837151557693,2.96439387504748e-323,4.86802048768506e-08,0.0259332917657085,0.173511250827017,2.19047188886658e-10,0
4.5e-06,6e-05,6e-04,0.000258181818181818,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,44.3883484222591,6.67767068925314,2.96439387504748e-323,4.86802048768506e-08,0.0462857824069031,0.0456099801275106,1.02768469729658e-10,0
4.5e-06,6e-05,7e-04,0.000294882154882155,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,53.6762375485142,7.26257199031289,2.96439387504748e-323,4.86802048768506e-08,0.0269818319131094,0.0075495432644021,9.91618243281795e-12,0
4.5e-06,7e-05,7e-05,7e-05,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,4.23764639157872,4.2343475500537,0,1.05939354512253e-16,7.37501638093543e-07,0.353364346646113,2.76085145309525e-23,0
4.5e-06,7e-05,8e-05,7.36700336700337e-05,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,4.88216282805599,4.31208008774003,0,1.05939354512253e-16,1.04548085193503e-06,0.379256225368173,4.20054966430617e-23,0
4.5e-06,7e-05,9e-05,7.73400673400673e-05,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,5.53634131012827,4.38960841371925,0,1.05939354512253e-16,1.48133770581075e-06,0.403366643960257,6.33011181838458e-23,0
4.5e-06,7e-05,1e-04,8.1010101010101e-05,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,6.19997369802749,4.46690889372864,0,1.05939354512253e-16,2.09709936785417e-06,0.425156278930055,9.44549949495939e-23,0
4.5e-06,7e-05,2e-04,0.000117710437710438,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,13.3150302056055,5.22353520871388,0,1.05939354512253e-16,6.00001632078404e-05,0.446426225693315,2.8376540900064e-21,0
4.5e-06,7e-05,3e-04,0.000154410774410774,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,21.1791182007487,5.94384907007521,0,1.05939354512253e-16,0.00110453971084079,0.213107630302915,2.49366239882941e-20,0
4.5e-06,7e-05,4e-04,0.000191111111111111,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,29.637666634892,6.62613143894409,0,1.05939354512253e-16,0.00999222474232312,0.0521634864433835,5.52186934639469e-20,0
4.5e-06,7e-05,5e-04,0.000227811447811448,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,38.5639248213462,7.27377114153444,0,1.05939354512253e-16,0.0358718177416141,0.00725808819897113,2.75824568960228e-20,0
4.5e-06,7e-05,6e-04,0.000264511784511784,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,47.858404229775,7.89179104100267,0,1.05939354512253e-16,0.0433492000510701,0.000620134758235364,2.84789835053051e-21,0
4.5e-06,7e-05,7e-04,0.000301212121212121,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,57.4447327346616,8.48523473064014,0,1.05939354512253e-16,0.0155574471613972,3.43531516443477e-05,5.66190063829441e-23,0
4.5e-06,8e-05,7e-05,7.63299663299663e-05,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,4.71566483526948,5.35996185729049,0,8.70817615887375e-29,9.55868933670331e-07,0.411606202617203,3.42615860417573e-35,0
4.5e-06,8e-05,8e-05,8e-05,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,5.42017012203668,5.43999518440005,0,8.70817615887375e-29,1.39303471361048e-06,0.387466440377924,4.70027467181488e-35,0
4.5e-06,8e-05,9e-05,8.36700336700337e-05,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,6.13329438301996,5.51966834570723,0,8.70817615887375e-29,2.02566273042848e-06,0.361428055309266,6.37552869209316e-35,0
4.5e-06,8e-05,1e-04,8.73400673400673e-05,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,6.85483245665851,5.59896819391601,0,8.70817615887375e-29,2.93805891474374e-06,0.334123057106168,8.54858338726662e-35,0
4.5e-06,8e-05,2e-04,0.000124040404040404,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,14.4929216142389,6.36957804578998,0,8.70817615887375e-29,9.78779505596113e-05,0.0959946492774238,8.18199291855829e-34,0
4.5e-06,8e-05,3e-04,0.000160740740740741,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,22.785688883602,7.09764017363425,0,8.70817615887375e-29,0.00180748819786912,0.0131950750968695,2.07689500735091e-33,0
4.5e-06,8e-05,4e-04,0.000197441077441077,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,31.5937824850299,7.7854817314658,0,8.70817615887375e-29,0.0144950329523976,0.000985622989077311,1.24410557855901e-33,0
4.5e-06,8e-05,5e-04,0.000234141414141414,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,40.8067883499216,8.43827943085665,0,8.70817615887375e-29,0.0417729426548181,4.40169319776682e-05,1.60118695859733e-34,0
4.5e-06,8e-05,6e-04,0.000270841750841751,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,50.3395666061974,9.0616942148464,0,8.70817615887375e-29,0.0374456284095288,1.25611652724786e-06,4.09598407053347e-36,0
4.5e-06,8e-05,7e-04,0.000307542087542088,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,60.1272148827766,9.66090023339761,0,8.70817615887375e-29,0.00935538254704381,2.39534902574316e-08,1.9514505915235e-38,0
4.5e-06,8e-06,7e-05,3.07542087542088e-05,0.555212268873004,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,8e-06,8e-05,3.44242424242424e-05,0.555212268873004,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,8e-06,9e-05,3.80942760942761e-05,0.555212268873004,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,8e-06,1e-04,4.17643097643098e-05,0.555212268873004,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,8e-06,2e-04,7.84646464646465e-05,0.555212268873004,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,8e-06,3e-04,0.000115164983164983,0.555212268873004,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,8e-06,4e-04,0.00015186531986532,0.555212268873004,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,8e-06,5e-04,0.000188565656565657,0.555212268873004,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,8e-06,6e-04,0.000225265993265993,0.555212268873004,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,8e-06,7e-04,0.00026196632996633,0.555212268873004,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,9e-06,7e-05,3.13872053872054e-05,0.588891540477105,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,9e-06,8e-05,3.50572390572391e-05,0.588891540477105,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,9e-06,9e-05,3.87272727272727e-05,0.588891540477105,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,9e-06,1e-04,4.23973063973064e-05,0.588891540477105,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,9e-06,2e-04,7.90976430976431e-05,0.588891540477105,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,9e-06,3e-04,0.00011579797979798,0.588891540477105,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,9e-06,4e-04,0.000152498316498317,0.588891540477105,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,9e-06,5e-04,0.000189198653198653,0.588891540477105,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,9e-06,6e-04,0.00022589898989899,0.588891540477105,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,9e-06,7e-04,0.000262599326599327,0.588891540477105,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,1e-05,7e-05,3.2020202020202e-05,0.620746187570964,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,1e-05,8e-05,3.56902356902357e-05,0.620746187570964,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,1e-05,9e-05,3.93602693602694e-05,0.620746187570964,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,1e-05,1e-04,4.3030303030303e-05,0.620746187570964,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,1e-05,2e-04,7.97306397306397e-05,0.620746187570964,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,1e-05,3e-04,0.000116430976430976,0.620746187570964,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,1e-05,4e-04,0.000153131313131313,0.620746187570964,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,1e-05,5e-04,0.00018983164983165,0.620746187570964,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,1e-05,6e-04,0.000226531986531987,0.620746187570964,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,1e-05,7e-04,0.000263232323232323,0.620746187570964,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,2e-05,7e-05,3.83501683501684e-05,0.87786767725425,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,2e-05,8e-05,4.2020202020202e-05,0.87786767725425,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,2e-05,9e-05,4.56902356902357e-05,0.87786767725425,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,2e-05,1e-04,4.93602693602694e-05,0.87786767725425,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,2e-05,2e-04,8.60606060606061e-05,0.87786767725425,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,2e-05,3e-04,0.000122760942760943,0.87786767725425,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,2e-05,4e-04,0.000159461279461279,0.87786767725425,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,2e-05,5e-04,0.000196161616161616,0.87786767725425,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,2e-05,6e-04,0.000232861952861953,0.87786767725425,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,2e-05,7e-04,0.00026956228956229,0.87786767725425,0,0,0,0,0,0,0,0,0,0,0
4.5e-06,3e-05,7e-05,4.46801346801347e-05,1.07516393547759,-2.33152262247529e-39,0,0,0,0,0,0,0,0,0,0
4.5e-06,3e-05,8e-05,4.83501683501684e-05,1.07516393547759,-2.33152262247529e-39,0,0,0,0,0,0,0,0,0,0
4.5e-06,3e-05,9e-05,5.2020202020202e-05,1.07516393547759,-2.33152262247529e-39,0,0,0,0,0,0,0,0,0,0
4.5e-06,3e-05,1e-04,5.56902356902357e-05,1.07516393547759,-2.33152262247529e-39,0,0,0,0,0,0,0,0,0,0
4.5e-06,3e-05,2e-04,9.23905723905724e-05,1.07516393547759,-2.33152262247529e-39,0,0,0,0,0,0,0,0,0,0
4.5e-06,3e-05,3e-04,0.000129090909090909,1.07516393547759,-2.33152262247529e-39,0,0,0,0,0,0,0,0,0,0
4.5e-06,3e-05,4e-04,0.000165791245791246,1.07516393547759,-2.33152262247529e-39,0,0,0,0,0,0,0,0,0,0
4.5e-06,3e-05,5e-04,0.000202491582491582,1.07516393547759,-2.33152262247529e-39,0,0,0,0,0,0,0,0,0,0
4.5e-06,3e-05,6e-04,0.000239191919191919,1.07516393547759,-2.33152262247529e-39,0,0,0,0,0,0,0,0,0,0
4.5e-06,3e-05,7e-04,0.000275892255892256,1.07516393547759,-2.33152262247529e-39,0,0,0,0,0,0,0,0,0,0
4.5e-06,4e-05,7e-05,5.1010101010101e-05,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,1.04415019509648,0.573299776271814,1.04725838238058e-14,1.48327940165033,1.20491571038447e-07,5.13055283578276e-07,9.16946077754891e-14,9.60279466119803e-28
4.5e-06,4e-05,8e-05,5.46801346801347e-05,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,1.2314530283443,0.605409071960544,1.04725838238058e-14,1.48327940165033,1.34509277323901e-07,6.29147811028629e-07,1.2552432509621e-13,1.3145640164967e-27
4.5e-06,4e-05,9e-05,5.83501683501684e-05,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,1.42669591463564,0.638540701088374,1.04725838238058e-14,1.48327940165033,1.50784011591131e-07,7.75297318958527e-07,1.73398981148483e-13,1.81593536504001e-27
4.5e-06,4e-05,1e-04,6.2020202020202e-05,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,1.62990311186973,0.672684203237698,1.04725838238058e-14,1.48327940165033,1.69724571355166e-07,9.59881088675962e-07,2.41649066417011e-13,2.53069010399656e-27
4.5e-06,4e-05,2e-04,9.87205387205387e-05,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,4.11594902704327,1.06630350538587,1.04725838238058e-14,1.48327940165033,6.90039289044733e-07,9.94128477560666e-06,1.01751143687644e-11,1.06559738143695e-25
4.5e-06,4e-05,3e-04,0.000135420875420875,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,7.47834924345144,1.538989229523,1.04725838238058e-14,1.48327940165033,4.02865249584563e-06,0.000121678353715832,7.27103271057976e-10,7.61464995471802e-24
4.5e-06,4e-05,4e-04,0.000172121212121212,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,11.7527945769588,2.06328899880802,1.04725838238058e-14,1.48327940165033,3.04606794658671e-05,0.00133060577480789,6.01190288226275e-08,6.29601568750761e-22
4.5e-06,4e-05,5e-04,0.000208821548821549,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,16.9171176804115,2.61266660733458,1.04725838238058e-14,1.48327940165033,0.000252656989525477,0.0105516982572263,3.95436402241717e-06,4.14124086946056e-20
4.5e-06,4e-05,6e-04,0.000245521885521885,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,22.9006187664183,3.16714045422851,1.04725838238058e-14,1.48327940165033,0.00186981099045708,0.0542702695652495,0.000150515994565355,1.57629136990918e-18
4.5e-06,4e-05,7e-04,0.000282222222222222,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,29.6029135215114,3.7146254588165,1.04725838238058e-14,1.48327940165033,0.00992177479888447,0.175093132820827,0.00257680434648694,2.69857995161316e-17
4.5e-06,5e-05,7e-05,5.73400673400673e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,2.76241036964661,1.98556954678123,4.16410433871111e-141,0.0111841896351127,3.2487641573914e-07,0.000957621007674729,3.47949624423255e-12,1.44889854071378e-152
4.5e-06,5e-05,8e-05,6.1010101010101e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,3.20892325646544,2.0485566240695,4.16410433871111e-141,0.0111841896351127,4.1766463592817e-07,0.00125102971939781,5.84386068207272e-12,2.43344456210423e-152
4.5e-06,5e-05,9e-05,6.46801346801347e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,3.66671567660427,2.11203810724695,4.16410433871111e-141,0.0111841896351127,5.3886699540784e-07,0.0016280840261898,9.81212161046058e-12,4.08586981700799e-152
4.5e-06,5e-05,1e-04,6.83501683501684e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,4.13566592189561,2.17596734907212,4.16410433871111e-141,0.0111841896351127,6.97525689477582e-07,0.00210998615223088,1.64605496974312e-11,6.85434464126431e-152
4.5e-06,5e-05,2e-04,0.000105050505050505,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,9.41453745336783,2.83065618725459,4.16410433871111e-141,0.0111841896351127,1.03844099748571e-05,0.0212069344115632,2.46299903159264e-09,1.02561849536962e-149
4.5e-06,5e-05,3e-04,0.000141750841750842,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,15.6761265340288,3.49030230127971,4.16410433871111e-141,0.0111841896351127,0.000157035514607392,0.114312435625548,2.00768642496907e-07,8.36021575298508e-148
4.5e-06,5e-05,4e-04,0.000178451178451178,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,22.7734334701637,4.1342895265548,4.16410433871111e-141,0.0111841896351127,0.00180094735862899,0.31840869702351,6.41343152795013e-06,2.67061980515637e-146
4.5e-06,5e-05,5e-04,0.000215151515151515,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,30.5552320826191,4.75431334422729,4.16410433871111e-141,0.0111841896351127,0.0119738610349918,0.478486679090304,6.40779467829157e-05,2.66827256214439e-145
4.5e-06,5e-05,6e-04,0.000251851851851852,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,38.8853846193971,5.34926111429345,4.16410433871111e-141,0.0111841896351127,0.0368163985373903,0.414648236447426,0.000170736214196261,7.1096341030976e-145
4.5e-06,5e-05,7e-04,0.000288552188552189,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,47.6507805804113,5.92134038019017,4.16410433871111e-141,0.0111841896351127,0.0437186981664045,0.22063472734198,0.00010788116154207,4.49228412842528e-145
4.5e-06,6e-05,7e-05,6.36700336700337e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,3.61975386916756,3.11447897016417,2.96439387504748e-323,4.86802048768506e-08,5.2503328389147e-07,0.0473685707624215,1.21068040767084e-15,0
4.5e-06,6e-05,8e-05,6.73400673400673e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,4.18375375915835,3.18738468979856,2.96439387504748e-323,4.86802048768506e-08,7.16111034272133e-07,0.0571211444373316,1.9912677635908e-15,0
4.5e-06,6e-05,9e-05,7.1010101010101e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,4.75844578123928,3.26035376053649,2.96439387504748e-323,4.86802048768506e-08,9.7816830494744e-07,0.0683532209634481,3.25480495297792e-15,0
4.5e-06,6e-05,1e-04,7.46801346801347e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,5.34364118250394,3.33334945577662,2.96439387504748e-323,4.86802048768506e-08,1.33762708253226e-06,0.0811579326983798,5.28467673388379e-15,0
4.5e-06,6e-05,2e-04,0.000111380471380471,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,11.7352272051321,4.0582169020584,2.96439387504748e-323,4.86802048768506e-08,3.02237023819227e-05,0.291267734997784,4.28541060447636e-13,0
4.5e-06,6e-05,3e-04,0.000148080808080808,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,18.9886331373166,4.76012963087971,2.96439387504748e-323,4.86802048768506e-08,0.000533578354054238,0.479028406234233,1.24426208646635e-11,0
4.5e-06,6e-05,4e-04,0.000184781144781145,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,26.9400048372548,5.43029713886788,2.96439387504748e-323,4.86802048768506e-08,0.00549678636427308,0.390511230188551,1.04494825056736e-10,0
4.5e-06,6e-05,5e-04,0.000221481481481481,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,35.4456592220988,6.06837151557693,2.96439387504748e-323,4.86802048768506e-08,0.0259332917657085,0.173511250827017,2.19047188886658e-10,0
4.5e-06,6e-05,6e-04,0.000258181818181818,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,44.3883484222591,6.67767068925314,2.96439387504748e-323,4.86802048768506e-08,0.0462857824069031,0.0456099801275106,1.02768469729658e-10,0
4.5e-06,6e-05,7e-04,0.000294882154882155,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,53.6762375485142,7.26257199031289,2.96439387504748e-323,4.86802048768506e-08,0.0269818319131094,0.0075495432644021,9.91618243281795e-12,0
4.5e-06,7e-05,7e-05,7e-05,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,4.23764639157872,4.2343475500537,0,1.05939354512253e-16,7.37501638093543e-07,0.353364346646113,2.76085145309525e-23,0
4.5e-06,7e-05,8e-05,7.36700336700337e-05,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,4.88216282805599,4.31208008774003,0,1.05939354512253e-16,1.04548085193503e-06,0.379256225368173,4.20054966430617e-23,0
4.5e-06,7e-05,9e-05,7.73400673400673e-05,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,5.53634131012827,4.38960841371925,0,1.05939354512253e-16,1.48133770581075e-06,0.403366643960257,6.33011181838458e-23,0
4.5e-06,7e-05,1e-04,8.1010101010101e-05,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,6.19997369802749,4.46690889372864,0,1.05939354512253e-16,2.09709936785417e-06,0.425156278930055,9.44549949495939e-23,0
4.5e-06,7e-05,2e-04,0.000117710437710438,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,13.3150302056055,5.22353520871388,0,1.05939354512253e-16,6.00001632078404e-05,0.446426225693315,2.8376540900064e-21,0
4.5e-06,7e-05,3e-04,0.000154410774410774,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,21.1791182007487,5.94384907007521,0,1.05939354512253e-16,0.00110453971084079,0.213107630302915,2.49366239882941e-20,0
4.5e-06,7e-05,4e-04,0.000191111111111111,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,29.637666634892,6.62613143894409,0,1.05939354512253e-16,0.00999222474232312,0.0521634864433835,5.52186934639469e-20,0
4.5e-06,7e-05,5e-04,0.000227811447811448,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,38.5639248213462,7.27377114153444,0,1.05939354512253e-16,0.0358718177416141,0.00725808819897113,2.75824568960228e-20,0
4.5e-06,7e-05,6e-04,0.000264511784511784,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,47.858404229775,7.89179104100267,0,1.05939354512253e-16,0.0433492000510701,0.000620134758235364,2.84789835053051e-21,0
4.5e-06,7e-05,7e-04,0.000301212121212121,1.64234003960422,11.0200289641081,31.1454939038217,2.70696162507655,57.4447327346616,8.48523473064014,0,1.05939354512253e-16,0.0155574471613972,3.43531516443477e-05,5.66190063829441e-23,0
4.5e-06,8e-05,7e-05,7.63299663299663e-05,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,4.71566483526948,5.35996185729049,0,8.70817615887375e-29,9.55868933670331e-07,0.411606202617203,3.42615860417573e-35,0
4.5e-06,8e-05,8e-05,8e-05,1.7557353545085,12.0436297910081,38.2082228025142,3.4449067728281,5.42017012203668,5.43999518440005,0,8.70817615887375e-29,1.39303471361048e-06,0.387466440377924,4.70027467181488e-35,0
