"","beta","lamda1","lamda2","lamda.twa","R0","snail.prev","W1","W2","W3","W4","likelihood_range1","likelihood_range2","likelihood_range3","likelihood_range4","likelihood_range234","likelihood_range1234"
"1051",4.5e-06,4e-05,7e-05,5.1010101010101e-05,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,1.04415019509648,0.573299776271814,1.04725838238058e-14,1.48327940165033,1.20491571038447e-07,5.13055283578276e-07,30.0203128202617,9.60279466119803e-28
"1052",4.5e-06,4e-05,8e-05,5.46801346801347e-05,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,1.2314530283443,0.605409071960544,1.04725838238058e-14,1.48327940165033,1.34509277323901e-07,6.29147811028629e-07,29.7062768296528,1.3145640164967e-27
"1053",4.5e-06,4e-05,9e-05,5.83501683501684e-05,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,1.42669591463564,0.638540701088374,1.04725838238058e-14,1.48327940165033,1.50784011591131e-07,7.75297318958527e-07,29.3831812063111,1.81593536504001e-27
"1054",4.5e-06,4e-05,1e-04,6.2020202020202e-05,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,1.62990311186973,0.672684203237698,1.04725838238058e-14,1.48327940165033,1.69724571355166e-07,9.59881088675962e-07,29.0512898599955,2.53069010399656e-27
"1055",4.5e-06,4e-05,2e-04,9.87205387205387e-05,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,4.11594902704327,1.06630350538587,1.04725838238058e-14,1.48327940165033,6.90039289044733e-07,9.94128477560666e-06,25.3110761444897,1.06559738143695e-25
"1056",4.5e-06,4e-05,3e-04,0.000135420875420875,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,7.47834924345144,1.538989229523,1.04725838238058e-14,1.48327940165033,4.02865249584563e-06,0.000121678353715832,21.0419525975095,7.61464995471802e-24
"1057",4.5e-06,4e-05,4e-04,0.000172121212121212,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,11.7527945769588,2.06328899880802,1.04725838238058e-14,1.48327940165033,3.04606794658671e-05,0.00133060577480789,16.6269394261737,6.29601568750761e-22
"1058",4.5e-06,4e-05,5e-04,0.000208821548821549,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,16.9171176804115,2.61266660733458,1.04725838238058e-14,1.48327940165033,0.000252656989525477,0.0105516982572263,12.4406907731093,4.14124086946056e-20
"1059",4.5e-06,4e-05,6e-04,0.000245521885521885,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,22.9006187664183,3.16714045422851,1.04725838238058e-14,1.48327940165033,0.00186981099045708,0.0542702695652495,8.8014412032405,1.57629136990918e-18
"1060",4.5e-06,4e-05,7e-04,0.000282222222222222,1.24149237514193,3.62364054730802,6.38790666928829,0.37429760308302,29.6029135215114,3.7146254588165,1.04725838238058e-14,1.48327940165033,0.00992177479888447,0.175093132820827,5.96120527317172,2.69857995161316e-17
"1061",4.5e-06,5e-05,7e-05,5.73400673400673e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,2.76241036964661,1.98556954678123,4.16410433871111e-141,0.0111841896351127,3.2487641573914e-07,0.000957621007674729,26.384133590025,1.44889854071378e-152
"1062",4.5e-06,5e-05,8e-05,6.1010101010101e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,3.20892325646544,2.0485566240695,4.16410433871111e-141,0.0111841896351127,4.1766463592817e-07,0.00125102971939781,25.8656294618053,2.43344456210423e-152
"1063",4.5e-06,5e-05,9e-05,6.46801346801347e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,3.66671567660427,2.11203810724695,4.16410433871111e-141,0.0111841896351127,5.3886699540784e-07,0.0016280840261898,25.3474025955548,4.08586981700799e-152
"1064",4.5e-06,5e-05,1e-04,6.83501683501684e-05,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,4.13566592189561,2.17596734907212,4.16410433871111e-141,0.0111841896351127,6.97525689477582e-07,0.00210998615223088,24.8300545252815,6.85434464126431e-152
"1065",4.5e-06,5e-05,2e-04,0.000105050505050505,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,9.41453745336783,2.83065618725459,4.16410433871111e-141,0.0111841896351127,1.03844099748571e-05,0.0212069344115632,19.8218861109901,1.02561849536962e-149
"1066",4.5e-06,5e-05,3e-04,0.000141750841750842,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,15.6761265340288,3.49030230127971,4.16410433871111e-141,0.0111841896351127,0.000157035514607392,0.114312435625548,15.4211126241875,8.36021575298508e-148
"1067",4.5e-06,5e-05,4e-04,0.000178451178451178,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,22.7734334701637,4.1342895265548,4.16410433871111e-141,0.0111841896351127,0.00180094735862899,0.31840869702351,11.9571160905011,2.67061980515637e-146
"1068",4.5e-06,5e-05,5e-04,0.000215151515151515,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,30.5552320826191,4.75431334422729,4.16410433871111e-141,0.0111841896351127,0.0119738610349918,0.478486679090304,9.65541029718262,2.66827256214439e-145
"1069",4.5e-06,5e-05,6e-04,0.000251851851851852,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,38.8853846193971,5.34926111429345,4.16410433871111e-141,0.0111841896351127,0.0368163985373903,0.414648236447426,8.67539079954429,7.1096341030976e-145
"1070",4.5e-06,5e-05,7e-04,0.000288552188552189,1.38803067218251,7.71912175144839,16.4009716702,1.24801512941402,47.6507805804113,5.92134038019017,4.16410433871111e-141,0.0111841896351127,0.0437186981664045,0.22063472734198,9.13448029276823,4.49228412842528e-145
"1071",4.5e-06,6e-05,7e-05,6.36700336700337e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,3.61975386916756,3.11447897016417,2.96439387504748e-323,4.86802048768506e-08,5.2503328389147e-07,0.0473685707624215,34.3475938729558,0
"1072",4.5e-06,6e-05,8e-05,6.73400673400673e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,4.18375375915835,3.18738468979856,2.96439387504748e-323,4.86802048768506e-08,7.16111034272133e-07,0.0571211444373316,33.8500048918843,0
"1073",4.5e-06,6e-05,9e-05,7.1010101010101e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,4.75844578123928,3.26035376053649,2.96439387504748e-323,4.86802048768506e-08,9.7816830494744e-07,0.0683532209634481,33.3586440433258,0
"1074",4.5e-06,6e-05,1e-04,7.46801346801347e-05,1.52051141932684,9.66195340377234,23.9366753065383,1.97624016815627,5.34364118250394,3.33334945577662,2.96439387504748e-323,4.86802048768506e-08,1.33762708253226e-06,0.0811579326983798,32.8739649441794,0
