 col 1: Daily Depth (m),,,
 col 2: Daily Average Aqueous Conc. in Water Columm, kg/m3 ,,
 col 3: Daily Average Aqueous Conc. in Benthic Zone, kg/m3,,
 col 4: Daily Peak Aqueous Conc. in Water Column, kg/m3,,
       22280 = Start Day (number of days since 1900),,,
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
2.74,0.00E+00,0.00E+00,0.00E+00
